,Children,Bandwidth_GB_Year,Age,Tenure,MonthlyCharge
2322,4,295.9085258,80,1.397042,149.9483
6667,0,4656.349658,67,55.61318,114.9658
7009,0,4107.705445,65,48.63475,134.9509
4197,0,1570.913875,45,14.10279,204.9797
3549,0,950.0977853,59,3.59353,255.1555
8363,3,6076.692844,68,67.88471,124.9607
4203,1,2070.311565,53,19.48432,207.6094
9310,1,5649.428932,89,66.75755,117.4858
8936,2,5012.390451,73,57.39587,150.007
6185,2,5640.487005,51,62.54758,220.1185
1639,1,1970.26742,75,12.17994263,232.637807
60,1,1086.990308,26,2.871017037,164.964681
1240,3,2247.823032,45,15.56696462,167.484705
5760,0,5865.625146,28,62.75224,107.4958
5136,1,4017.126949,44,45.45067,107.5286
2343,6,1040.201495,32,1.835282,222.6792
2120,0,2461.030222,88,28.28911,182.4538
1524,2,507.8003206,67,2.314052799,192.470522
7617,8,5733.683956,83,63.47441,192.4705
153,3,1248.097652,26,3.260462654,184.961033
481,2,1381.802291,50,7.176411327,255.155493
6122,1,4038.962601,39,40.35081,230.1344
7674,9,6493.208909,89,65.13005,210.1051
7101,0,6359.779951,67,70.31689,139.965
1762,3,1018.848617,47,1.051188042,257.684139
7715,6,5859.880253,41,62.65179,242.6143
9081,2,5486.748112,68,62.87394,159.9349
7479,1,6755.042431,65,69.02789,255.1336
6212,6,6515.85714,27,71.25102,172.4579
4853,1,1211.694229,39,6.649321,242.6326
2711,1,374.332233,47,1.736879,104.9629
6766,5,6312.410152,44,69.74945,184.9853
4150,3,1471.541306,58,10.36378,127.4783
1333,1,1727.882293,18,16.53244292,147.442069
8378,3,3938.094495,41,41.75833,192.4705
9389,4,6753.968051,42,71.71756,162.4538
9707,4,4571.146514,61,53.9011,144.9607
9121,2,5240.404418,46,59.26713,179.9476
3850,3,589.6981979,85,5.446201,179.9656
8340,3,6273.353878,38,71.68832,182.4538
4124,2,1061.907795,39,4.827032,127.4421
8963,1,4567.371412,68,53.13455,159.9512
4788,1,1253.931577,61,7.334657,152.4742
2866,2,1240.679237,64,9.938487,194.9992
1386,3,951.5458256,40,10.08691319,124.964303
5941,0,4279.718136,83,46.60224,107.4958
3067,3,727.8878928,72,4.731989,174.9919
9058,1,3603.27849,68,41.18372,114.9976
3629,2,1716.755804,33,7.280799,212.6415
9455,5,5468.30764,49,57.37458,252.6378
8949,4,5943.318759,27,61.12237,267.6647
3028,3,499.02956,39,1.571176,159.9512
2969,2,1294.950837,18,12.78697,92.5018
8646,0,4023.11996,77,43.50607,230.1051
6136,4,4665.041877,65,47.34761,257.6549
8801,0,6099.425081,89,64.79987,200.1185
4263,0,1324.009256,27,9.658761,187.6422
645,1,570.1301629,28,2.768037617,159.965008
9653,4,6018.487781,33,64.25108,147.4564
2074,2,843.6406855,26,2.499923,117.4872
341,1,764.3017535,41,6.68894661,95.019486
8041,3,5254.650966,26,53.62757,267.6647
1622,3,2283.190011,39,18.36209103,149.974105
7141,7,5975.718085,27,62.50474,124.9607
5796,3,4442.533708,75,47.99043,175.1331
7184,6,4421.995837,75,47.95497,184.9715
8232,3,4047.773653,76,46.2718,169.9378
5475,2,5981.238779,60,70.65651,124.9781
9252,0,6004.311688,20,61.10374,220.1149
74,1,648.7471776,70,2.378630018,214.966286
8633,0,5777.625223,69,64.95453,207.4811
9229,1,5600.167567,89,65.71442,149.9598
2051,0,892.5309234,50,6.025694,152.4798
2541,2,1025.253482,62,3.148665,149.9378
1301,0,1754.601627,26,16.91776871,139.9678
5877,0,5511.579607,70,60.92178,114.9509
7368,7,3895.327082,24,40.91782,127.475
1304,0,1826.678884,87,15.59096202,127.473844
8428,1,4185.014737,55,47.52483,117.4858
9094,1,5814.514903,80,66.82797,214.9663
2599,6,2005.474189,58,20.58561,140.0049
2573,0,720.6519058,73,7.744129,167.4564
3186,1,928.6314289,40,1.453865,139.9349
2768,0,2274.334534,46,18.55263,232.652
4831,0,1689.115275,53,17.93561,159.9875
4223,2,2025.44891,56,16.61624,232.6228
9649,0,4140.83823,75,47.56383,214.9525
2106,1,1464.845197,83,11.87278,107.4958
2679,2,968.8124201,62,7.495281,127.4586
1387,2,1733.107782,32,12.48678964,200.165175
8931,3,5548.354455,82,66.77433,102.4746
9659,7,6284.19049,52,70.89101,139.9568
7083,2,5968.666511,86,66.85896,230.1051
1279,1,711.7404846,74,2.704950495,187.656013
804,2,928.4588213,63,5.044076415,165.01134
1555,2,1289.416735,47,8.460086502,240.114868
9486,0,5882.516568,72,68.88449,169.9447
4566,0,1844.506934,51,13.72738,159.9476
9669,1,6519.352992,53,69.32718,172.4404
4841,2,1129.873915,43,8.71167,137.4616
3594,6,1443.47725,66,12.62769,149.9621
6035,8,3868.983397,18,42.05546,157.4698
6852,4,6431.886281,29,70.62716,207.6094
8705,0,4791.676231,18,52.38257,192.4705
4177,4,949.8530724,64,1.60558,232.652
1308,0,1048.538032,70,3.551651444,164.978458
3452,1,1024.169439,29,6.416264,152.4798
3695,6,1261.333501,21,3.992629,152.4742
4242,1,884.0960804,82,6.470869,165.0182
2198,1,2031.234186,24,14.1687,245.1457
4425,1,816.0468833,77,1.78963,119.9568
6150,4,6054.489807,63,67.89181,184.9647
943,3,771.5712211,57,1.550579619,177.65076
822,9,2033.164639,23,14.37727698,172.487091
5005,0,3878.380326,42,38.69991,162.4538
6612,8,6169.677579,19,63.27825,159.9476
8356,0,5277.732479,62,58.4866,240.1149
5619,8,5477.886159,35,53.27752,182.4433
4547,0,1251.894626,78,6.214398,174.9699
2538,0,1406.070492,55,15.02441,104.9629
5207,2,5353.001743,60,59.01526,182.49
9514,0,5084.758938,38,58.66601,104.9629
9009,0,5992.278257,21,68.99606,167.4564
3054,1,301.5746797,58,3.678847,79.97886
3675,0,2902.678202,78,33.6803,129.9926
7776,4,4710.736343,32,42.73824,202.65
7218,3,5894.713365,57,61.11248,172.4404
6722,0,5951.423471,56,62.60334,177.4945
3300,0,545.6056589,65,4.459961,127.5112
3310,2,1122.270266,64,6.365101,187.656
7221,0,5377.225984,29,59.94749,172.4848
8519,1,5770.590829,37,62.8566,197.6288
5954,1,4506.056002,63,46.82488,162.4538
832,1,943.6675679,79,7.542749465,184.971516
3462,3,2110.79392,70,21.45305,162.5299
7643,1,4620.749694,60,50.89092,175.1331
54,0,1296.674543,51,12.07970325,160.00128
3451,0,1342.598456,66,5.360574,212.6415
6305,3,5095.592017,29,53.18909,220.1478
1481,0,1123.503268,33,7.154371452,217.483972
4873,1,2167.855557,73,17.8565,162.447
8038,4,5368.229398,49,60.15609,149.9598
3335,7,1684.485758,59,17.4113,124.9935
6016,0,4243.622875,61,50.20686,179.9656
4926,1,2123.830793,87,17.61732,172.4404
5797,1,5938.865925,46,69.14535,127.5112
9831,0,6076.32804,60,66.2578,119.9568
5083,1,6565.889584,20,70.49957,159.9794
6645,3,4892.895989,40,54.97349,137.4684
5490,0,5248.831273,61,62.16298,137.4392
768,3,1532.283357,48,6.541066702,187.46728
2065,1,1968.75769,77,9.602383,257.6513
9500,0,6101.79747,37,70.41272,172.4441
7311,0,4723.704977,39,53.07792,172.4624
8477,1,5849.950819,49,67.60425,117.4858
4524,3,1296.523969,55,7.461144,129.9483
2717,1,1193.771492,43,9.499599,172.4733
2079,1,1366.505082,68,9.881597,220.1323
8914,5,4941.822921,72,55.02079,152.4798
951,3,427.0934802,89,1.59959844,169.937833
8058,3,5613.310447,80,66.1916,149.9483
2482,4,2497.717707,20,20.87424,117.4392
1759,2,1283.103476,20,3.752354376,154.991856
4422,1,1432.135681,21,9.49754,177.6508
6704,5,6622.410472,60,71.20279,162.447
5182,2,6121.42438,28,66.13511,127.4421
8533,3,5104.889837,62,55.55389,207.6094
3701,4,1301.182014,22,4.434036,162.4676
4243,4,959.8322448,75,9.079335,147.4738
688,2,985.0943424,64,8.019086021,192.470522
3432,4,1555.314176,55,9.204657,142.4713
4944,3,550.0787433,61,4.197945,112.4844
966,1,2026.429158,23,11.20984456,190.12704
9484,3,5745.359728,51,64.95028,182.4608
2713,1,1667.732624,59,9.328119,194.9663
4757,4,943.0894026,77,5.192447,217.4702
9545,3,5011.208685,80,51.19742,184.9496
6320,0,4598.720266,57,54.01597,149.9483
5975,1,4723.125316,40,45.09378,222.6143
3572,0,895.1202801,82,5.27717,137.4698
5299,2,3795.698707,44,44.23945,102.4746
1990,0,1125.77426,71,6.217715978,255.155493
1205,3,1700.52331,22,5.441479864,232.637807
4971,2,2174.446655,76,14.74826,232.624
6783,4,4912.958462,29,49.27633,255.1372
3600,0,1608.519234,31,16.05802,149.9598
6490,3,6520.882525,28,68.47895,277.6375
8609,0,5977.627047,61,70.45931,159.965
9978,5,5252.240805,65,59.33902,127.4586
8070,9,5469.880413,78,60.24235,182.4676
8577,0,5964.374183,80,70.68543,152.466
7973,4,5868.925353,55,65.40394,132.5127
1625,5,618.4967851,71,4.589210527,95.005709
536,1,729.541703,76,5.207179461,159.964152
8766,7,4103.113939,49,45.66396,147.4783
7970,1,5929.405615,62,69.63521,172.5104
4212,0,1391.823736,89,8.925564,164.967
6456,0,6109.236207,49,71.60926,104.9629
3507,1,1031.032132,28,2.857213,232.652
8393,0,5999.083618,67,70.99616,114.9658
7112,0,6246.238872,36,71.83307,140.0342
2708,3,1146.502548,78,9.026366,182.49
5031,1,5851.65666,28,67.11782,137.4616
6514,2,3764.349824,65,39.65071,114.9509
4662,2,1039.131091,86,5.188006,127.4738
4021,3,1463.304212,59,10.30326,127.4783
1854,0,1862.842794,75,19.79804917,204.949594
9425,3,6107.912748,61,71.94719,140.0049
2872,4,939.6683701,39,6.699323,192.4567
3030,1,1209.751161,19,8.74736,162.4526
1645,4,840.5098283,88,4.261408572,142.499263
3417,0,1261.505669,50,3.944467,220.1149
3476,0,1332.165747,62,10.89627,204.961
9552,0,5880.677411,27,66.4489,162.4526
1792,0,971.697137,75,1.796607335,207.475448
3797,1,906.6428092,35,4.636111,184.9963
3368,1,1643.441405,31,12.82008,207.6094
7196,8,6601.001727,29,66.74885,144.9889
9641,0,4806.825085,62,52.4705,197.6288
5109,2,4188.693579,82,42.73326,142.4689
6024,0,4826.319401,31,55.20008,182.4833
8795,4,6101.208542,46,68.93363,204.9797
9294,4,6511.608523,20,64.11559,255.1198
126,2,1038.745378,68,4.627672042,220.161527
5959,0,4551.763964,70,55.47474,157.4698
3876,3,1355.525049,37,12.7637,147.4738
4451,3,1153.463764,38,5.452285,147.4564
7147,2,6431.749062,40,69.86009,222.65
3531,6,2060.536764,44,14.70766,127.4421
827,2,1224.30253,45,11.08306586,127.495766
7790,3,5921.940703,48,65.61344,184.9963
984,2,1352.986244,69,9.485268741,104.97808
7783,4,6153.244903,49,68.59441,214.9663
2443,0,1328.874126,19,2.608423,222.6326
8554,2,5649.203405,64,62.84343,94.97283
345,4,1718.600163,85,8.381515693,232.637807
814,2,610.2580075,42,4.455386749,95.005709
6166,0,5775.455429,41,68.33092,159.9875
5779,0,5640.808851,62,56.32645,235.1417
2116,4,2426.091797,41,19.72758,252.6378
793,1,1444.321124,31,4.208227552,222.628057
6898,3,4402.745053,83,51.95478,167.4564
2674,1,1341.508482,20,10.81514,195.0062
94,0,2233.567181,76,18.38404445,184.979684
4225,3,992.4933978,25,5.129202,130.0064
3756,2,751.4491239,78,2.560691,207.6386
2891,1,1439.765003,61,4.63962,235.1417
2371,3,1045.435988,24,3.290431,242.6143
9388,0,5583.623978,22,57.27176,152.4624
3228,3,2061.503839,81,10.71719,257.6513
7863,1,6024.552428,84,68.01321,190.1599
6359,2,6322.394651,64,67.4011,152.4579
9196,3,6002.578168,70,61.42667,232.624
7326,1,4629.932238,89,49.61909,265.147
6028,0,5345.910452,66,61.99036,137.4978
1865,4,1615.87994,47,15.18780416,137.439154
4612,3,397.1455126,75,1.921112,159.9875
2645,5,758.9886777,23,1.99818,194.9768
2243,2,1653.756383,28,8.492902,207.4754
5373,0,5330.00965,65,62.82387,192.4567
2336,0,1904.888901,82,18.65137,217.484
950,1,534.5843758,25,2.253077812,150.006987
1120,8,1696.540148,31,10.92511005,142.499263
2204,6,2766.730566,20,19.68549,200.1185
419,2,717.6823944,84,6.325942162,169.937833
922,3,1642.394079,37,14.31596419,182.460772
8669,10,6916.234923,20,66.90749,245.147
5408,1,6308.665694,27,67.64041,159.9794
5788,0,5796.100318,72,63.66434,107.4958
5742,1,5553.300748,66,60.16687,172.4567
7667,0,6446.795599,89,68.3119,197.484
5567,3,4518.564,24,41.8312,187.6094
8135,7,6386.654255,25,71.12548,159.983
1202,0,1571.397537,29,13.3451101,92.455141
5765,2,4797.122065,65,52.29353,175.1331
8389,2,4726.723807,35,56.43572,79.97886
1970,1,1729.615672,86,19.13168856,137.461553
4018,3,2592.211229,29,19.70995,194.9663
3687,1,1010.477682,39,9.47414,137.4872
1997,2,1385.020283,31,6.22614246,275.133571
4033,2,704.9286558,48,3.983529,169.9447
1248,4,526.38731,66,2.694014031,157.483594
2192,1,2197.871959,59,17.98438,159.9476
2712,5,1170.830123,53,7.359812,152.509
2190,0,786.6024394,83,4.836004,117.4872
4670,4,1098.532284,75,5.833919,159.9656
5142,2,5861.996544,65,63.47674,137.4836
5984,0,5952.590424,73,65.4571,202.6829
6565,2,5410.603621,63,56.86558,222.6792
7804,0,5203.296804,77,56.51219,265.147
6943,0,6743.861668,50,71.15704,187.6094
2136,1,809.8918631,57,2.465822,242.6326
1065,0,437.8833399,43,4.187033385,157.469817
600,9,1845.830672,26,16.1217624,149.977753
4227,2,1528.122932,34,14.48515,179.9476
7577,1,6483.815487,18,68.47904,129.9621
77,1,2426.030626,50,20.13981517,149.937833
7546,4,6457.18973,84,70.19371,232.652
2898,5,1137.782472,48,6.915354,227.4754
4820,2,2823.145964,58,29.71753,194.9768
9302,0,5887.870657,45,62.45252,245.1457
6413,4,5271.605896,76,56.57319,210.138
9064,1,5815.917509,32,62.23915,212.6557
8007,4,5842.892958,84,67.08536,182.4608
5468,2,5903.302417,75,65.26303,252.624
5951,1,4815.434176,53,55.24695,149.9776
3391,2,2594.832192,24,26.90099,167.4564
5415,2,5972.423634,60,66.04097,222.6362
2560,0,1108.077901,58,4.984918,172.4705
8162,2,5671.017164,73,61.06693,162.4538
2635,0,965.4344564,81,2.827378,164.967
5256,10,5771.534863,26,63.85242,114.9728
3530,1,2494.211424,36,21.20428,119.9568
8567,3,4504.376908,81,54.0833,92.48802
1908,1,1022.519614,25,3.390052702,210.151777
235,1,2370.184448,40,23.62866494,139.981577
1604,0,636.8514545,83,3.954689282,162.493654
7984,1,6212.316389,68,70.28492,217.484
3490,1,1321.498572,62,15.36862,114.9728
1994,2,2674.568338,76,20.93887792,199.990219
2824,3,1538.887965,21,11.55831,192.4404
9285,3,5426.315112,23,59.91013,162.5007
1342,1,1809.921626,55,10.46190099,220.114868
8512,0,6261.418751,37,67.06183,149.9447
1619,2,785.5416603,75,1.548600048,242.628057
5287,0,4503.053128,53,52.03501,169.9378
2060,2,2193.26463,31,12.4962,222.6281
9955,0,5475.345065,29,60.07253,94.97283
2219,0,3298.322775,28,25.69631,225.1457
6038,5,4573.084997,32,50.07627,147.4738
260,7,1649.312808,84,10.57197066,242.628057
9365,1,5500.10857,76,60.34589,252.6378
9093,1,5610.20542,30,67.34697,112.4551
3744,3,1626.329435,58,9.741749,162.4676
2026,1,1068.481652,44,4.510318,137.4836
6988,1,5994.045373,55,70.82774,114.9838
4234,1,1774.889088,26,10.1408,174.9699
1917,3,758.6189978,89,5.798532598,137.497825
1828,4,1253.523378,35,5.643360294,262.610632
6233,2,5651.568466,49,63.18349,184.9785
9332,3,3569.479648,46,37.36723,174.9919
6283,4,5699.245355,75,68.22903,144.9607
4208,0,990.2063632,85,1.063338,235.1417
224,3,1427.088655,37,6.945736396,159.947583
8915,3,4941.881988,19,53.58396,192.4404
6469,10,3780.253613,64,36.26479,197.6288
9413,5,4859.940299,72,56.21686,102.4746
846,4,1277.906866,65,10.81273093,152.466002
4289,0,577.4706172,65,4.164919,159.9349
5560,10,4007.110298,73,43.29451,179.9476
2551,1,1364.293464,52,10.86199,155.0084
117,2,1701.457566,79,12.58298231,275.133571
8837,1,5797.443843,84,68.20321,139.9678
5966,1,5281.851852,85,56.51994,182.4433
8195,0,5899.695132,47,66.7439,194.9699
8659,1,5652.464417,37,61.63116,252.624
7489,0,5462.617829,46,59.43728,159.9656
5,3,1039.357983,83,7.000993555,185.007692
5342,3,4683.297629,57,52.3499,172.4555
9111,8,4761.278588,55,52.3927,137.4392
4324,0,1064.970201,74,7.283667,230.1051
1063,1,286.5451139,74,1.018519598,160.01224
2590,0,1619.686288,81,12.173,149.9447
8434,4,5598.578895,61,65.25348,137.4686
3735,3,2288.984083,72,22.7117,182.4762
3517,0,883.7264825,32,2.921217,114.9509
6986,5,5341.03502,44,50.64337,235.1417
6767,2,5131.088734,67,55.06671,222.65
5622,0,6121.654756,38,66.0517,242.6435
1605,4,1440.784345,43,13.77689046,179.965581
1733,4,481.3363042,28,1.662826246,144.960655
9341,3,5081.314229,82,59.15713,147.5031
3812,3,1054.470395,33,8.249104,117.4835
9624,2,5710.355112,35,59.1861,142.5007
1761,3,2299.047664,30,17.96501147,232.622804
5401,0,5347.776998,78,65.24071,114.9838
2739,1,1696.96925,76,16.15139,197.4945
2472,3,716.6438092,57,1.895979,152.5022
6738,2,6230.161803,89,71.8851,214.9663
6891,7,6219.238034,18,68.17457,149.9598
7943,3,3710.298126,85,41.54053,179.9794
4206,0,499.2698644,67,4.784022,124.9781
6371,0,6397.453541,41,71.51954,230.1051
232,1,2181.752793,63,15.31997698,220.114868
8258,0,5974.298824,19,58.15583,245.1283
7561,1,4997.517022,56,52.59552,149.9447
6168,9,6350.509594,57,67.20609,127.4601
3596,4,2366.107617,70,23.12261,165.0113
6288,6,5686.767897,40,58.86869,152.5104
4632,0,1469.220521,40,12.67469,130.0064
125,2,1269.836202,34,7.231032028,124.960655
7641,2,5532.170372,47,61.77813,120.0035
6229,1,6192.141187,50,65.33266,172.4705
1296,3,1140.151122,89,11.08150154,182.45383
1976,0,615.1161821,65,4.266309981,149.97755
9480,0,6000.414945,61,66.47483,127.4601
9581,1,5621.504803,60,64.69309,159.965
5750,0,6093.091927,23,64.44732,149.9447
8152,2,3832.898347,87,44.59709,137.4392
3086,3,1459.309498,19,6.446693,129.9621
9276,1,4787.756156,27,54.21518,137.5165
6882,0,6760.900419,43,68.08911,257.6375
9305,3,6534.389245,19,69.2394,162.447
7673,0,6786.879873,36,67.08693,270.1604
3345,6,2739.364415,21,20.0119,194.9663
8172,1,5480.386537,71,60.97847,219.9902
9421,3,6584.194557,52,71.39698,142.4689
5870,1,3656.35595,27,39.5421,127.525
6506,0,6282.538237,60,69.04134,152.4742
2797,0,991.6943982,83,9.887746,139.9678
918,0,1224.604104,35,10.34327947,162.471255
1646,0,2118.488416,35,19.28013343,204.963371
5122,3,5638.778543,42,54.55822,235.1372
5126,0,5708.957593,62,67.76579,149.9483
4621,1,320.1072613,27,2.611838,124.9643
6809,0,6041.492692,69,71.4249,149.9778
364,1,2346.143947,58,24.8868126,182.465269
2125,3,1770.955679,57,16.6564,172.4441
8150,7,5408.322311,31,55.31399,242.6143
8717,1,4791.332346,25,50.72837,219.9902
55,1,1840.628269,58,13.98666226,129.962093
638,2,1396.347808,24,4.676474348,187.609354
302,1,2335.130986,80,14.14101821,270.160419
5811,3,4183.048936,32,44.89823,194.9768
1276,0,2035.008705,55,15.97494301,159.979358
4432,3,681.4206312,21,2.176948,130.0064
3644,0,1003.311614,52,4.283128,149.9378
4143,2,628.4063951,27,1.887597,172.4441
2878,0,765.1823242,77,6.6307,169.9447
6493,0,5170.661902,43,59.92546,147.4421
5240,1,6253.491089,38,69.55373,94.97283
9408,4,3830.124693,23,41.97598,159.983
6937,1,5992.97277,79,64.4649,184.9496
7240,0,5199.488203,27,56.68304,194.9581
2593,4,2203.565459,23,19.26465,104.9643
2393,3,2257.255977,30,11.36938,225.1457
523,0,752.1641496,66,1.939549257,152.510442
6376,0,5527.711581,74,63.43732,195.0062
6981,0,5155.008959,43,57.69823,192.4404
6677,4,5821.339699,42,65.34217,152.466
3900,1,1559.33881,66,11.51439,140.0013
9634,1,6112.430745,82,71.4569,169.9378
5585,0,5303.936549,38,58.67143,220.1185
9360,2,6483.348101,77,70.92476,139.9349
7956,2,6215.809536,76,70.27195,217.484
7570,5,5419.846646,30,60.69402,179.9476
6777,0,4871.477155,25,54.91727,139.9678
671,1,906.7867988,60,7.279044337,159.994242
4188,4,1001.378182,69,6.783568,182.4653
666,1,1561.128541,35,14.86270396,137.468388
3266,3,1072.590755,37,6.465898,214.9525
1887,1,989.9918587,20,6.678176681,139.95684
8472,6,6519.120707,36,69.86605,185.0077
9091,1,6183.945709,27,62.23643,187.4811
7687,2,5116.648865,20,46.24205,225.1457
6031,5,5770.387227,46,58.43007,154.9919
6090,3,5263.711526,66,59.96515,169.9447
6238,0,5009.242921,83,62.50904,112.4551
7350,4,5774.350984,49,59.82583,139.9349
7830,2,5866.278162,55,70.2187,144.9607
760,0,586.7422583,55,3.293435643,192.48852
6254,0,4399.187338,73,51.4203,159.983
1906,3,874.1933216,51,6.531735637,149.99153
3818,1,2911.171492,27,26.91021,210.1563
6269,2,6334.652427,56,63.73429,232.6378
4300,1,490.5057336,24,1.649887,137.5165
5569,0,5897.711605,78,71.03451,117.5015
7941,1,5936.572086,37,62.20392,174.9768
4164,0,1431.48792,79,8.596278,184.9496
5971,8,5769.255809,51,65.61605,112.4844
3579,3,1312.812193,58,13.33383,157.4698
2832,4,1593.966861,49,14.37481,172.4441
5449,0,6502.025208,70,66.47606,225.1457
3472,2,1102.750144,23,6.477458,152.4907
6327,1,6321.473272,23,70.68154,227.4754
137,1,1404.435534,89,7.251397592,197.472533
7043,10,6310.076724,22,64.83209,242.6143
4892,5,1629.696337,32,8.324111,182.4433
2180,6,516.253628,21,1.900671,124.9781
7730,2,6235.847135,62,70.43313,172.4871
3177,1,1235.112132,21,5.623623,137.4836
4854,3,1250.606015,61,5.276321,162.4676
4637,1,1417.312047,32,10.97775,165.0182
5115,1,5684.731048,45,56.61608,200.1323
7648,4,6071.410686,39,64.92325,139.983
4261,0,1243.099192,65,3.402225,222.6326
1331,1,1260.12789,72,3.955928538,197.483972
7002,0,5157.76159,48,54.57985,210.1518
6941,0,5374.519903,45,60.45725,159.9642
8017,3,4339.192341,25,46.77244,127.4586
6241,6,4827.605046,48,49.35209,139.983
9987,3,5135.575997,61,54.54538,220.1615
6881,1,5276.996281,61,55.47116,129.9621
4530,1,1127.193482,34,4.480346,149.9447
4673,1,1006.71226,46,3.878332,172.4567
6996,3,4555.47419,19,47.12803,175.1331
1252,1,1339.377921,72,14.06970055,127.525
3374,1,890.2145776,71,4.38777,127.4421
2814,2,1501.37548,60,13.03957,150.0208
4719,0,776.1387725,56,1.999262,242.6281
6544,0,5105.658715,47,56.69865,187.4847
4858,2,1610.068088,49,10.02376,149.9447
7901,0,3629.658181,57,40.32467,182.4676
8580,3,5712.520809,25,62.59775,92.45514
8427,2,6849.08497,41,71.02583,220.1149
1077,0,752.7262389,69,8.853636698,102.474625
4363,2,2183.450856,89,19.04207,267.6647
770,2,1092.959251,72,2.279259145,212.641455
8865,1,5174.530815,68,56.76973,242.6143
249,2,558.3751762,27,2.243757398,147.442069
7239,0,5042.294567,86,59.49558,159.9349
3419,1,837.8796845,76,5.927239,174.9755
4976,1,1419.629707,24,8.930383,240.1149
4544,2,1640.315966,78,10.35346,184.9496
5565,0,6349.320467,37,68.03309,222.6792
7939,3,5921.680845,68,64.91404,107.4958
716,2,2064.474901,87,16.75922789,275.133571
9652,5,6185.198141,73,63.42586,177.4876
2048,0,1297.061633,48,7.793232,117.4392
5997,2,5310.301812,81,58.42303,124.9607
6600,0,5561.88036,41,62.54412,162.4526
7245,4,5061.552514,42,56.73616,169.9447
4178,0,2616.567484,22,26.10713,139.9861
4809,2,910.8338083,27,5.387209,159.9349
9482,0,6745.439598,18,71.99928,232.652
7140,1,6273.992363,82,69.29186,127.4738
7190,4,6727.977262,24,69.81507,152.4624
1460,0,1470.820856,72,9.38354759,142.452604
5989,1,5517.467178,32,64.19903,105.011
2000,3,1724.050425,44,10.50826,242.6573
8175,5,4022.432118,48,43.18342,117.4858
404,0,778.6094503,70,2.43754565,142.468917
384,1,1828.279015,60,17.18829795,184.967019
9448,0,5572.501755,62,66.57294,137.5165
9487,1,6390.767295,83,68.96928,182.4433
1633,10,1417.801952,84,2.376509223,202.649979
9853,0,5278.695296,86,61.80927,149.9915
4784,1,1187.8922,80,2.77885,245.147
9456,2,4847.023011,61,45.5098,222.6281
6970,0,5109.918342,44,58.04214,182.4608
3925,3,1265.450999,67,10.86326,194.9699
4158,0,1751.102541,53,17.62624,172.5034
7449,0,4607.641291,38,46.87676,172.4567
8415,2,5514.499448,82,63.96033,162.4689
2193,4,1263.539898,81,2.918826,212.6415
1015,3,630.0568972,40,3.328266165,172.510442
5124,3,3529.172638,55,39.23416,137.4392
7418,0,5640.714867,51,64.86671,179.9794
7409,0,5124.938421,88,58.19013,217.484
8989,3,6015.198197,43,60.51339,190.127
2871,3,1215.994181,30,9.430096,159.9349
9,1,508.7637913,86,3.422086139,162.482694
1838,0,1946.450068,25,18.00704355,194.974431
4804,1,1566.022939,70,13.21887,207.4811
255,6,1189.549671,87,1.213704886,202.649979
7026,6,4910.205779,25,52.75131,202.4433
5713,0,5298.949356,54,54.69435,257.6841
3324,2,2326.985753,49,17.54953,207.4754
7714,1,4936.469796,86,56.26602,104.9643
1581,4,1970.80666,69,17.78302494,175.133074
924,0,1424.117227,84,14.44810037,120.003499
2779,1,1461.63528,32,12.95415,137.4684
7891,4,5339.490928,66,59.39367,174.9919
6132,1,4997.254175,41,58.26304,92.5018
5320,3,5645.809212,71,60.26386,132.466
7312,2,6572.766125,65,68.57417,190.127
7102,3,5557.974598,49,58.71889,127.4421
6042,1,6540.061159,20,68.46483,174.9882
3775,0,1104.049328,70,6.830372,252.6378
4835,3,1705.302867,19,13.11297,207.4673
4964,3,1360.253379,43,6.306379,162.4538
539,1,626.5880936,40,3.564836875,119.989722
7483,1,5166.92619,19,54.98522,252.624
2745,1,1718.405985,64,12.22942,132.466
3719,1,658.6339621,35,7.116216,112.4551
6819,1,5233.491923,89,65.11023,79.97886
9337,4,6335.387515,41,66.63279,159.9476
4468,1,1027.652777,49,9.790274,137.4392
667,0,323.972804,59,2.216583602,134.950905
7575,8,5902.250031,51,62.5016,187.656
8549,6,6084.157683,44,65.38821,219.9902
5063,0,5964.647059,73,70.34008,117.4858
1353,4,2489.519356,30,16.08842518,199.990219
7114,5,6376.238465,60,70.41132,240.1149
9773,0,5743.829083,44,60.45224,172.4404
8662,0,4129.318617,26,45.48614,117.4858
2703,3,1544.180199,65,13.50244,192.4705
3330,4,1165.681938,56,10.00078,149.9483
8053,3,6023.253234,42,66.78392,194.9581
3584,0,1639.236491,19,10.85354,142.4689
9441,1,5341.089808,60,60.47912,162.5119
5645,1,6144.768685,27,71.3084,117.472
3376,6,1363.30698,55,9.091454,187.4847
1256,1,1341.450253,49,2.439520256,245.128318
6190,1,6386.315071,41,68.14401,159.9794
5348,5,4831.131738,45,48.97044,142.4689
4175,4,1868.762719,32,13.70911,124.9607
4910,3,2089.325891,34,9.696166,247.6647
1852,1,990.747598,75,10.5309984,159.983006
6316,1,4553.786746,41,44.65571,174.9699
9854,3,6295.500079,70,67.76854,162.4653
2105,1,1943.652184,49,18.381,202.4433
133,3,1577.208717,41,9.743201772,252.637807
5029,0,6200.93166,53,66.77924,194.9525
928,3,1386.2317,20,5.425068599,275.133571
823,3,1094.729266,64,1.128335443,212.641455
7576,1,5495.374637,84,65.14224,104.9629
